"Country Name","Country Code","Year","average_value_Access to electricity (% of population)","average_value_Agricultural land (% of land area)","average_value_Agricultural land (sq. km)","average_value_Agriculture, forestry, and fishing, value added (% of GDP)","average_value_Annual freshwater withdrawals, total (% of internal resources)","average_value_Annual freshwater withdrawals, total (billion cubic meters)","average_value_Arable land (% of land area)","average_value_CO2 emissions (kg per 2010 US$ of GDP)","average_value_CO2 emissions (kg per 2017 PPP $ of GDP)","average_value_CO2 emissions (kt)","average_value_CO2 emissions (metric tons per capita)","average_value_CO2 emissions from gaseous fuel consumption (% of total)","average_value_CO2 emissions from gaseous fuel consumption (kt)","average_value_CO2 emissions from liquid fuel consumption (% of total)","average_value_CO2 emissions from liquid fuel consumption (kt)","average_value_CO2 emissions from solid fuel consumption (% of total)","average_value_CO2 emissions from solid fuel consumption (kt)","average_value_CPIA public sector management and institutions cluster average (1=low to 6=high)","average_value_Foreign direct investment, net inflows (% of GDP)","average_value_Forest area (% of land area)","average_value_Forest area (sq. km)","average_value_Land area where elevation is below 5 meters (% of total land area)","average_value_Marine protected areas (% of territorial waters)","average_value_Methane emissions (% change from 1990)","average_value_Methane emissions (kt of CO2 equivalent)","average_value_Mortality rate, under-5 (per 1,000 live births)","average_value_Nitrous oxide emissions (% change from 1990)","average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Other greenhouse gas emissions (% change from 1990)","average_value_Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)","average_value_Population growth (annual %)","average_value_Population in urban agglomerations of more than 1 million (% of total population)","average_value_Population living in areas where elevation is below 5 meters (% of total population)","average_value_Population, total","average_value_Primary completion rate, total (% of relevant age group)","average_value_Renewable electricity output (% of total electricity output)","average_value_Renewable energy consumption (% of total final energy consumption)","average_value_Rural land area where elevation is below 5 meters (% of total land area)","average_value_Rural land area where elevation is below 5 meters (sq. km)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_School enrollment, primary and secondary (gross), gender parity index (GPI)","average_value_Terrestrial and marine protected areas (% of total territorial area)","average_value_Terrestrial protected areas (% of total land area)","average_value_Total greenhouse gas emissions (kt of CO2 equivalent)","average_value_Urban land area where elevation is below 5 meters (% of total land area)","average_value_Urban land area where elevation is below 5 meters (sq. km)","average_value_Urban population","average_value_Urban population (% of total population)","average_value_Urban population growth (annual %)","average_value_Urban population living in areas where elevation is below 5 meters (% of total population)"
"Uruguay","URY","1981","","86.0073134498914","150530","","","","7.92480859330362","0.24684967097905","","5375.822","1.8318605722573","0","0","92.9740791268758","4998.121","0.136425648021828","7.334","","0.439885264323091","","","","","","18954.9","35.9","","6979.867","","266.531241455077","0.657607746093984","49.913719781478","","2934624","","","","","","","","","","31343.057","","","2516998","85.769","1.0958121783424",""
"Uzbekistan","UZB","1979","","","","","","","","","","","","","","","","","","","","","","","","","23447.1","125.7","","9185.734","","-27366.8221154688","2.74923899971128","11.5728004937414","","15476928","","","","","","","","","","79217.47624","","","6313658","40.794","3.3836953799839",""
"Venezuela, RB","VEN","2005","98.9327011108398","24.4827390737487","215950","3.69518323245945","","","3.01003344481605","0.480714636786911","","157570","5.96123438448467","33.0511734467221","52078.734","60.7031973091324","95650.028","0.0861071269911785","135.679","","1.68373298263524","54.7905447536988","483280","","","31.2409483725769","74150","18.5","19.1408422504505","12840","-21.3818052481081","253.805664062005","1.662670341037","30.6701366445669","","26432445","91.4727783203125","73.2834206331132","14.2315998077393","","","","1.03371000289917","","","248500","","","23248393","87.954","1.69223776848998",""
"British Virgin Islands","VGB","1975","","53.3333333333333","80","","","","13.3333333333333","","","25.669","2.39964476021314","0","0","100","25.669","0","0","","","","","","","","12.4187","","","4.637321","","2.2206431310832","1.37426861640387","","","10697","","","","","","","1.11280000209808","","","40.466121","","","2083","19.47","4.46700031164284",""
"Virgin Islands (U.S.)","VIR","1963","","40","140","","","","17.1428571428571","","","","","","","","","","","","","","","","","","","","","","","","12.8518850800978","","","39800","","","","","","","","","","","","","24120","60.604","15.1266506958064",""
"Virgin Islands (U.S.)","VIR","1983","","40","140","","","","14.2857142857143","","","","","","","","","","","","","","","","","","29.5257","","","9.745718","","3.5527136788005e-15","0.279418990674308","","","100348","","","","","","","","","","41.469478","","","83005","82.717","1.28281501138929",""
"Vietnam","VNM","1980","","21.0697717287782","68580","","","","18.2494085839811","","","16820.529","0.309873959507011","0","0","22.3239590146065","3755.008","75.779376498801","12746.492","","","","","","","","58070.8","68.5","","7438.884","","3518.84686132809","2.20993426219514","8.31273390303767","","54281841","","","","","","","","","","85058.473","","","10447626","19.247","2.58472156771393",""
"World","WLD","1993","","36.7611246578466","46743860.24","","","","10.6013989816385","0.52516510086055","0.391358243403928","20874105.0265849","3.76932763065973","19.8461196555902","4142077.12968245","40.6591938183802","8476348.04046162","40.3812075614786","8659916.22494313","","0.904913776532145","31.5655089667508","41064693.4","","","-2.47751327908726","6789110","89.3","-3.5231575621232","2302630","-0.179246303523539","-908432.96307137","1.56456504240188","18.5901459033732","","5537885552","81.6862106323242","19.787949969373","17.5984373876898","","","","0.88459","","","29970470","","","2441669222","44.1061702559916","2.41096180622129",""
"Samoa","WSM","1979","","25.9717314487633","735","","","","5.47703180212014","","","95.342","0.616143207961742","0","0","100","95.342","0","0","","","","","","","","78.2411","47.1","","24.095215","","-7.27236637792591","0.488459993107026","","","154740","","","","","","","1.04200005531311","","","155.371715","","","32732","21.153","0.582162994800803",""
"Samoa","WSM","1983","","27.4204946996466","776","","","","5.86572438162544","0.316144883519182","","113.677","0.717907101581989","0","0","100","113.677","0","0","","-0.0893952045944669","","","","","","89.3804","39.4","","26.416898","","13.013991101325","0.62082490109512","","","158345","","","","","","","","","","231.691298","","","33569","21.2","0.621546898616011",""
"Angola","AGO","1998","","37.4192315713484","466505.56","12.9111824086392","","","2.40635277131627","0.331151855964769","0.154454920730449","11370","0.740253652438866","9.54645558487247","1085.432","24.3176605101143","2764.918","0","0","","17.1205656154629","62.5807684286516","780194.44","","","-27.0642534593134","23130","213.5","-83.8708769008497","14860","7285.80626402836","-4091.8417053223","3.22892146221416","16.2419659366129","","15359600","","80.4248861911988","76.8197936265394","","","","0.819149971008301","","","49410","","","7328065","47.71","5.74403914327191",""
"United Arab Emirates","ARE","1992","100","4.77330329484652","3390","1.37862107758448","1076.4","1.6146","0.535060546324979","0.454971695218254","0.280771616705393","59640","29.0516987742171","57.0586183769282","34029.76","34.5241532528504","20590.205","0","0","","0.239162943469002","3.63117431709378","2578.86","","","10.9606056151698","12350","14.9","11.9273322672886","1780","5.55161583924493","-1389.535949707","5.80270639549845","56.0299324075499","","2052892","95.8974990844727","0","0.188369132808218","","","","1.03692996501923","","","74820","","","1616858","78.76","5.61749994410113",""
"Antigua and Barbuda","ATG","1975","","15.9090909090909","70","","","","6.81818181818182","","","707.731","11.2927989022036","0","0","100","707.731","0","0","","","","","","","","25.4343","22.1","","11.481129","","","-0.694872368787519","","","62671","78.6484985351563","","","","","","1.03558003902435","","","","","","21444","34.217","-0.460605183099885",""
"Burundi","BDI","1961","","61.3317757009346","15750","","","","26.285046728972","","","","","","","","","","","","","","","","","","","","","","","","1.92959961745652","","","2852438","","","","","","","","","","","","","60329","2.115","3.7423525833337",""
"Benin","BEN","1972","","16.025186236254","18070","34.2310223417357","","","11.3515431003902","0.160111689178193","","388.702","0.127712815538893","0","0","100","388.702","0","0","","1.16978474958463","","","","","","3381.77","253.5","","2549.8523","","27873.3899236145","2.22555579164154","","","3043563","21.2785606384277","","","","","","","","","34261.8663","","","567564","18.648","7.74296795892994",""
"Burkina Faso","BFA","1971","","30.0438596491228","82200","30.5994111277863","","","8.04093567251462","0.0857063344793161","","150.347","0.0262689271964913","0","0","100","150.347","0","0","","0.207292077680071","","","","","","4602.1","311.3","","2486.8727","","-170.364395954132","1.74107783941828","2.17151479423515","","5723378","7.19572019577026","","","","","","0.568300008773804","","","7344.6457","","","335447","5.861","3.72266793440108",""
"Burkina Faso","BFA","2003","11.4","40.8260233918129","111700","25.9609768246545","","","18.640350877193","0.161428031363593","0.0609306950418684","1100","0.0869247478234043","0","0","96.6754545454546","1063.43","0","0","","0.61429926500361","25.827850877193","70665","","","44.4206814991655","11110","165.6","40.5581868885839","7610","13211.0500000001","44.6949558258093","2.89847966556783","9.06216573483337","","12654624","29.1116504669189","21.5699505173189","79.0790023803711","","","","0.737219989299774","","","20030","","","2530419","19.996","6.65904831183366",""
"Bangladesh","BGD","1961","","72.827840516248","94800","57.9882359513306","","","66.1058615656449","0.773673221350871","","14656.999","0.296923774676308","9.38203652739555","1375.125","46.7850888166125","6857.29","39.6047035276457","5804.861","","","","","","","","","253.8","","","","","2.77154673579219","1.86201424334754","","49362834","","","","","","","","","","","","","2605370","5.278","5.51829121710033",""
"Bosnia and Herzegovina","BIH","1976","","","","","","","","","","","","","","","","","","","","","","","","","3319.17","","","1360.9558","","-419.158764648401","1.00280752247721","","","4025271","","","","","","","","","","20405.8258","","","1292837","32.118","3.62106374761117",""
"Bermuda","BMU","2015","100","5.55555555555556","3","0.227889496811275","","","5.55555555555556","","","","","","0","","557.384","","0","","-2.15032691390736","18.5185185185185","10","","","","","","","","","","0.151869636092964","","","65237","91.5730285644531","0","0.486900001764297","","","","1.04849994182587","","","","","","65237","100","0.151869636092986",""
"Bhutan","BTN","2010","73.2829108748978","13.6422068893145","5200","14.7830364590176","","","2.63924233281738","0.303619273953275","0.0837094860367996","470","0.685628925954994","0","0","66.318085106383","311.695","16.3844680851064","77.007","3.9","4.86268935504862","70.9733189915261","27052.9","","","88.8019047992148","900","42.2","204.338553884725","180","","-676.18749237061","1.051899559473","","","685502","87.2934417724609","99.9959062811293","90.7985992431641","","","","1.02900004386902","","","1570","","","238507","34.793","3.32804948228039",""
"Cote d'Ivoire","CIV","1989","","59.1823899371069","188200","32.7164401115348","","","7.61006289308176","0.474017210801035","","8522.108","0.740894833475955","0","0","97.0740103270224","8272.752","0","0","","0.189496995989044","","","","","","9642.07","152","","6193.18","","104238.026385498","3.60891948401852","17.6032799264644","","11502453","44.9459686279297","","","","","","","","","123195.45","","","4483196","38.976","4.55757910886365",""
"Cabo Verde","CPV","1981","","16.1290322580645","650","15.772648121333","","","9.42928039702233","0.157546752625424","","33.003","0.114324610812047","0","0","100","33.003","0","0","","0","","","","","","55.7915","88.2","","27.277117","","92.298084739566","1.68729964766852","","","288678","27.5776805877686","","","","","","","","","289.875617","","","72155","24.995","7.77873820459828",""
"Curacao","CUW","1998","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.70475050957122","","","144472","","0.72007200720072","0.0786761880620435","","","","","","","","","","129469","89.615","-1.01820961676246",""
"Cyprus","CYP","1972","","42.6406926406926","3940","","","","33.4415584415584","","","2405.552","3.83048461629103","0","0","91.0060975609756","2189.199","0.304878048780488","7.334","","","","","","","","356.637","35.4","","259.31996","","34.4027447509802","1.14377374932188","","","628002","87.3842391967773","","","","","","0.96806001663208","","","3306.43696","","","262549","41.807","2.40500818921858",""
"Germany","DEU","2012","100","47.8108681930338","166640","0.847918814268698","26.0566978193458","27.8806666667","33.9530613415964","0.214426029150034","0.189761964279368","760020","9.44994992466537","21.0403063077287","159910.536","33.2144259361596","252436.28","40.7354380147891","309597.476","","1.85530728263463","32.7451655477133","114130","","","-51.7510187554436","59220","4","-38.9597268781021","35540","-44.178110694964","-15410.49609375","0.187727800567293","9.52908992923827","","80425823","98.6531372070313","23.0004585405584","13.641900062561","","","","0.96136999130249","","","866670","","","62064608","77.17","0.200687484378332",""
"Dominican Republic","DOM","1994","84.0242233276367","52.7013040778307","25460","9.99448520139276","","","18.629683295384","0.468370053343169","0.20355861309088","11140","1.44982103039588","0","0","103.788608617594","11562.051","2.46880610412926","275.025","","1.42099078999743","36.1399710204927","17459.22","","","11.9175015242328","7820","50.9","11.3537524670047","2080","16.4967574276623","-45.5598144530995","1.8022606277931","21.4705349904675","","7683707","62.5082397460938","10.2246594728463","24.438973544178","","","","","","","21090","","","4360657","56.752","3.07011585877648",""
"East Asia & Pacific","EAS","1975","","47.5475487542346","11619855.4","","","","7.44674720132382","0.741014088734879","","2690218.03663181","1.8643331148282","2.01750262677653","54328.1724541398","43.0460930155394","1142288.49943508","51.6547309627827","1373641.98686589","","0.446744474102939","","","","","","1519492.546811","","","396653.077997608","","611197.752350647","1.88770856792289","","","1442992143","","","","","","","0.83301","","","5258477.92061496","","","370950495","25.7070348758032","2.3751946274872",""
"East Asia & Pacific","EAS","2003","93.326938668255","49.9590843766036","12201595.455","6.91196182803779","","","9.00735390280721","0.641259892081007","0.456918284019065","7805467.65905364","3.7175930823515","7.13378773747191","552283.347381295","28.6021249233962","2233090.28473005","58.3999250088699","4515960.99340185","","1.47054660048239","26.2794804394476","6408702.445","","","8.10999301386519","1697690","33","11.4276830622201","696870","-33.5518142993993","-392670.980468504","0.788042657846361","","","2099602481","93.0538024902344","12.3974527588817","19.515386852026","","","","0.97438","","","9982120","","","936055669","44.5825187631653","3.30295129220907",""
"Ecuador","ECU","2013","98.034674","30.2504429054598","75130","8.76934290282697","","","4.80753744564342","0.47402197145581","0.212400191900527","39430","2.51027011155773","7.05871924930256","2783.253","87.2156378392087","34389.126","0","0","","0.764305489903436","51.9519407311966","129027.84","","","","21740","16.1","","5250","","-56.9997558593968","1.49689924339943","27.4645259616235","","15707473","108.696159362793","48.9918748119169","11.8475999832153","","","","1.02394998073578","","","66980","","","9915342","63.125","1.71416636174534",""
"Estonia","EST","2015","100","22.8433402346446","9930","2.83730102878832","","","15.527950310559","0.66312175928901","0.375146517116274","15370","11.6845964785044","5.82139232270657","894.748","3.19699414443722","491.378","96.1722641509434","14781.677","","-3.10412314619465","55.6938118242466","24210.1","","","","1120","3.1","","1390","","-6578.8301391602","0.0655525295417938","","","1315407","98.7666397094727","14.4187386003648","27.5559997558594","","","","0.997789978981018","","","18110","","","899949","68.416","0.280631504498476",""
"European Union","EUU","1991","100","47.6123580810314","1729198","2.76202351572089","","","28.4416709390813","0.339371069720831","0.289934791611347","3523680","8.35528811146986","16.6416665324504","582196.487579947","42.861360519355","1451147.63563051","38.7301902051031","1416374.41815658","","0.977336947102884","36.4568874934008","1459332.159","","","-2.48274964841891","597950","11.6782461046948","-4.08953053119049","319290","0.926588780998383","-141508.842007162","0.297880270306365","16.1361575010921","","421730520","96.8525466918945","13.7759274726805","7.18466303827514","","","","1.00753","","","4478170","","","293352144","69.5591457173031","0.572884470408084",""
