"Country Name","Country Code","Year","average_value_Age dependency ratio (% of working-age population)","average_value_Age dependency ratio, old (% of working-age population)","average_value_Age dependency ratio, young (% of working-age population)","average_value_Population ages 15-19, female (% of female population)","average_value_Population ages 15-19, male (% of male population)","average_value_Population ages 15-64 (% of total population)","average_value_Population ages 15-64, female","average_value_Population ages 15-64, female (% of female population)","average_value_Population ages 15-64, male","average_value_Population ages 15-64, male (% of male population)","average_value_Population ages 15-64, total","average_value_Population ages 20-24, female (% of female population)","average_value_Population ages 20-24, male (% of male population)","average_value_Population ages 25-29, female (% of female population)","average_value_Population ages 25-29, male (% of male population)","average_value_Population ages 30-34, female (% of female population)","average_value_Population ages 30-34, male (% of male population)","average_value_Population ages 35-39, female (% of female population)","average_value_Population ages 35-39, male (% of male population)","average_value_Population ages 40-44, female (% of female population)","average_value_Population ages 40-44, male (% of male population)","average_value_Population ages 45-49, female (% of female population)","average_value_Population ages 45-49, male (% of male population)","average_value_Population ages 50-54, female (% of female population)","average_value_Population ages 50-54, male (% of male population)","average_value_Population ages 55-59, female (% of female population)","average_value_Population ages 55-59, male (% of male population)","average_value_Population ages 60-64, female (% of female population)","average_value_Population ages 60-64, male (% of male population)","average_value_Population ages 65 and above (% of total population)","average_value_Population ages 65 and above, female","average_value_Population ages 65 and above, female (% of female population)","average_value_Population ages 65 and above, male","average_value_Population ages 65 and above, male (% of male population)","average_value_Population ages 65 and above, total","average_value_Population ages 65-69, female (% of female population)","average_value_Population ages 65-69, male (% of male population)","average_value_Population ages 70-74, female (% of female population)","average_value_Population ages 70-74, male (% of male population)","average_value_Population ages 75-79, female (% of female population)","average_value_Population ages 75-79, male (% of male population)","average_value_Population ages 80 and above, female (% of female population)","average_value_Population ages 80 and above, male (% of male population)","average_value_Population growth (annual %)","average_value_Population, female","average_value_Population, female (% of total population)","average_value_Population, male","average_value_Population, male (% of total population)","average_value_Population, total","average_value_Sex ratio at birth (male births per female births)"
"Nepal","NPL","1975","78.7390160752836","5.62178766358934","73.1172284116942","10.1100760073095","10.7180512444353","55.9474929489644","3792885","56.5013786128722","3715473","55.393144349724","7508359","9.12297757141578","9.62915917500812","6.79239262513245","7.0643581922218","6.30746113420013","6.35808487862768","5.63077963094081","5.43636488327921","4.90130430825274","4.54392571852833","4.4273963574946","3.9449508457747","3.79436211465465","3.24119711485421","3.03588296396777","2.53909825776076","2.37874589950375","1.91795403923393","3.14524883779276","237388","3.53629210117167","184715","2.75387404472036","422104","1.70210908627216","1.35347806770372","1.05131800574624","0.822338113086027","0.515335606466766","0.389014619543016","0.267529402686496","0.189043244387592","2.17778312595215","6712907","50.0202937818317","6707460","49.9797062181683","13420367",""
"Nauru","NRU","1982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.82544251821959","","","","","8016",""
"OECD members","OED","1964","63.543082873169","14.0355975740008","48.4047868366318","8.31938584199784","8.97907707528907","61.5610465183773","267896225","61.422687419224","258566331","61.7051090766803","526462337","7.05463791746341","7.50190319877698","6.70450681111725","7.11205490523892","6.52839190765367","6.8416986249488","6.52245631423799","6.57559903156328","6.17373009977789","5.87747560482095","5.08254518672613","4.81883693661826","5.57143261640402","5.26938511420876","5.07794333162202","4.76471097981532","4.3876573922238","3.9643676053999","8.6404606028865","43357553","9.94092932899642","30533794","7.28668437731706","73892135","3.60776173273202","2.90632744420968","2.75439823586844","2.02838324453263","1.9148089843931","1.32859612721162","1.66396037600286","1.02337756136312","1.36155361182861","436151909","51.0007379395589","419035532","48.9992620604411","855187441",""
"Other small states","OSS","1960","78.2541186801269","9.24852030650213","67.7725584960408","8.79662694539928","9.33256690442172","56.4904432262573","2694034","57.1033267890649","2467173","55.8361427841155","5161204","8.27333848202473","8.61974749405328","7.39643653135664","7.41831891158274","6.79179816921688","6.60220765019865","5.83966749685345","5.52621122320484","4.83867248460892","4.66741934899386","4.50744886138426","4.2986055949304","4.15012967391954","3.81663301851641","3.49918868291015","3.11221794459714","3.01001946139102","2.44221469361648","5.22453553744095","286428","6.07117370692575","190900","4.32036588447304","477335","2.31941566437348","1.77579615719146","1.81065779129426","1.30334242953121","1.12145791979235","0.758984854632706","0.819642331465648","0.482242443117662","","4717822","51.6375474502857","4418595","48.3624525497143","9151857",""
"Pakistan","PAK","1988","87.9861439633897","7.3176975491528","80.6684464142369","10.1415588919051","9.95355825211382","53.1954099869589","25829036","52.9979665913628","28105589","53.378181207882","53934615","8.88142621763423","8.70575237604846","7.56012303045599","7.4147567550947","5.99247782435535","5.87520881484822","4.78158811061251","4.74535095850714","4.33034990633188","4.43509167816744","3.78310855037047","3.96279631083117","3.06588161909393","3.31276415639751","2.4972966540066","2.74829483502803","1.96415578659674","2.22460707084552","3.89267921287748","1761184","3.61373033020833","2185602","4.15089894057404","3946772","1.48142539688402","1.711182592419","1.02432293237634","1.19812655911399","0.621078096434046","0.720707145706352","0.486903904513921","0.520882643334696","3.10913770402658","48735900","48.0679463751328","52653703","51.9320536248672","101389603",""
"Philippines","PHL","1988","80.2128715731546","5.71390213823288","74.4989694349218","10.6491994163569","10.889248187341","55.4899318736299","16137402","55.4890115100812","16487902","55.4908297055808","32625305","9.46174970922034","9.64638487447229","8.25824892361839","8.37430187170591","7.15307302848709","7.18885817751322","5.67004002935408","5.71298449717413","4.05356782670667","4.11633138682363","3.44112015346316","3.35282647660653","2.830570551195","2.70701478865653","2.21907535197354","2.06955975700876","1.752366519706","1.43331968827888","3.17064030664784","1061063","3.64850160019074","803088","2.70283141218304","1864178","1.45087926418665","1.1066090920084","1.03675937665974","0.763504910217101","0.68955680661662","0.496990509928014","0.471306152727731","0.335726900029519","2.63875276390612","29082158","49.4636593156503","29712841","50.5363406843497","58794999",""
"Palau","PLW","2003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.861768399040876","","","","","19812",""
"Korea, Dem. People's Rep.","PRK","1962","69.6357904372181","5.4354440989826","64.2003463382355","11.3759232874732","12.6221599917666","58.9498212220782","3843993","60.4168202368425","3154599","57.2598262093115","6998361","10.947880967331","12.0518122996672","9.00278273087983","8.75337227012431","6.96427715402309","5.5104568281357","5.67210298540422","4.18873930870346","4.54285334827515","3.71283242374536","3.5931098923293","3.56969188845493","3.16643496889173","2.93448988078459","2.85256241497975","2.2334715427867","2.29889248725531","1.68279977514266","3.20418824176328","260280","4.09087372720121","120251","2.18270257534981","380392","1.78593011659807","1.11433981011281","1.22130529803354","0.621407079085418","0.709883213319387","0.302127087231686","0.373755099250211","0.144828598919893","1.75159523510555","6362455","53.5933443881707","5509271","46.4066556118293","11871726","1.05"
"Paraguay","PRY","1970","98.5746954889028","6.92431755813394","91.6503779307689","11.1292335575751","11.3809704729879","50.3588828506002","631555","50.9183861043208","614706","49.7967886366895","1246260","8.29280641894725","8.34288565806539","6.36041434201276","6.20594623101045","5.32915486871215","5.24453006207729","4.31361704323372","4.14523638054518","4.2762882076354","4.03692719467867","3.61315716487897","3.43778378505366","3.0491934391548","2.87954997816804","2.50667565353681","2.32658176371424","2.04784540863385","1.79637711038869","3.48700057338824","48339","3.89727555936817","37949","3.07421487991614","86295","1.58087215639734","1.3346251586766","1.10591714449726","0.897986032408507","0.685866964222367","0.515217967173487","0.524619294251198","0.326385721657544","2.51073251391104","1240328","50.1191834188165","1234429","49.8808165811835","2474757",""
"Paraguay","PRY","1986","83.474343436107","7.28034069398795","76.1940027421191","10.5866065403443","10.7185470594929","54.5035333699526","1015482","54.3858653156096","1046426","54.6181573719632","2061909","9.23269315224027","9.29712186582347","7.77557600231365","7.81948270624575","6.57927998371876","6.72646816577535","5.14476376139419","5.29757909362418","4.08016366927666","4.15466617673003","3.4910399640099","3.50311656072831","2.75640270354224","2.71105812743294","2.58807399393738","2.42466441254057","2.15126554483231","1.96545320356972","3.96804291959396","82265","4.40584196488823","67850","3.54142765727123","150114","1.67803853940166","1.46887040723547","1.22794802857786","1.01472210884318","0.818828393620326","0.614230223592746","0.681027003288381","0.443604917599826","2.86556645580745","1867180","49.3561585102485","1915894","50.6438414897515","3783074",""
"West Bank and Gaza","PSE","2010","81.9752176184555","5.01117230633027","76.9640453121253","12.0042023241916","12.1234005122249","54.9525338966982","1025830","54.9986436042688","1054761","54.9077363451249","2080591","9.54321997335258","9.61286685555162","7.63070199235013","7.66918243272796","6.42711349979128","6.44927078422892","5.28909247615797","5.25200589010006","4.45198108854011","4.38530585267946","3.5759796830939","3.48721138752679","2.52494817166865","2.43369992564478","1.99505290944382","1.8428917864207","1.55635148567876","1.65190091801972","2.75377616947893","55497","2.9754116986379","48767","2.5386720059873","104262","1.20458952261877","1.12159751954862","0.871596873182505","0.760415806073801","0.5156806353738","0.41716682299083","0.383544667462819","0.239491857374046","2.59703221798976","1865191","49.2633947064231","1920970","50.7366052935769","3786161","1.05"
"West Bank and Gaza","PSE","1997","102.731937951631","4.39677818284779","98.335159768783","10.5455129057163","10.6514571272933","49.3262200705709","658095","49.3727428783127","676928","49.2810755258323","1335023","8.80358763924514","8.82255278218763","7.36511002451902","7.30518923650893","6.12784676600594","6.02979979335809","4.57398551482878","4.48746358725406","3.47699255945227","3.2996156680118","2.83898892260529","2.98231194694819","2.31382369493471","2.46522694248192","1.89562871355729","1.85950271474773","1.43126613744793","1.37795572704059","2.16876287862908","32472","2.43613600563344","26227","1.90937942938843","58698","1.00013291742434","0.881246766932355","0.714360455086637","0.524151444092113","0.42865869350656","0.294663671776914","0.292983939615897","0.209317546587047","4.47787204469171","1332912","49.2482258045422","1373606","50.7517741954578","2706518","1.05"
"West Bank and Gaza","PSE","1998","102.203169627967","4.44231472270489","97.7608549052622","10.4940761485287","10.5961243251974","49.4552125893982","676876","49.5062216344768","696284","49.4059242120026","1373158","8.82865701218068","8.86445380876905","7.32904886754477","7.27618089634008","6.14732408130559","6.05703862937103","4.72953858523294","4.63632555458236","3.47492464059622","3.33366600176752","2.85073085424469","2.86755813052596","2.30660008960561","2.52390288357874","1.88875639049098","1.84827955704323","1.45656496474655","1.40239442482722","2.19694596450067","33572","2.45542391441175","27425","1.94597902350434","61000","1.01252989673698","0.909104040739627","0.704121452152362","0.531700456587426","0.443832034142175","0.296643944537169","0.294940531380238","0.208530581640117","2.55526947769926","1367255","49.2426242008329","1409313","50.7573757991671","2776568",""
"Romania","ROU","1965","53.5530425754498","12.1391177022557","41.4139248731941","7.93978443726677","8.53195651692981","65.124078101225","6323208","65.1232484200444","6070931","65.1249469313969","12394138","6.39276555567861","6.82620783087155","8.27810252605783","8.30897883892744","7.84157610715732","8.33139670242499","7.69731808322827","8.06631178739269","6.99547746088481","6.60788649481745","4.31368205887544","3.67209450056519","6.14923721660803","5.49972978468106","5.30947002395535","5.21276427637602","4.20583495033197","4.06762019841073","7.90548581887894","876205","9.02411161159263","628336","6.740371011427","1504539","3.61809197700651","3.0223873128377","2.60520099583854","1.85642664733898","1.63479953009691","1.12033483523186","1.16601910865068","0.741222216018449","0.592612643075023","9709602","51.0183788860179","9321974","48.9816211139821","19031576",""
"Russian Federation","RUS","1979","46.7206863092976","14.9439282108981","31.7767580983995","7.93838916393837","9.61910298808529","68.1567151225729","49433771","66.4181097365819","44640933","70.1914166200993","94074669","8.52262686640147","10.5093850258862","7.77555917736536","9.40683318145507","6.18012632508629","7.33348163771141","4.81443531671685","5.40853839167209","7.90454039974619","8.71742197003972","6.12587851140191","6.54008697565937","7.55637723915572","6.94756847312677","5.38713947638121","3.19941032313996","4.21303726038859","2.50958765332344","10.1852904579099","10258202","13.7826904741131","3800177","5.97522896987449","14058451","5.2779271439259","2.75200628303309","3.92627544161069","1.71889912152524","2.57405172749996","0.880919776642022","2.00443616107657","0.623403788674142","0.703053203604969","74428151","53.9228923343518","63598849","46.0771076656482","138027000",""
"Russian Federation","RUS","1999","45.5636892858999","17.9332908821778","27.6303984037221","7.46860450083518","8.75335041422127","68.6984510833969","52146237","66.6191728982049","48988822","71.0604371513121","101134271","6.77488551576355","7.89244842950046","6.42988671250615","7.43232434349788","6.32826504275111","7.18321134588635","7.81661036230725","8.62709986738023","8.18131698217373","8.89196147971687","7.23062573450661","7.60135559889489","5.59027739862402","5.50259796183419","4.21684676393619","3.73704380289321","6.5818538848011","5.43904390748669","12.319893321292","12481244","15.9453531112677","5654088","8.20150354721013","18136703","4.72382858600685","3.38596815433881","5.13602086675656","2.96260149498903","2.85601786661112","0.971469324096781","3.22948579189316","0.881464573785508","-0.309278191504336","78275119","53.1706949515987","68939657","46.8293050484013","147214776",""
"Saudi Arabia","SAU","2018","39.580851868872","4.62583215686378","34.9550197120082","7.7063373388312","5.97259334993218","71.6430638491404","9633802","67.3437153649655","14514019","74.8248058393173","24145688","8.27302461074022","6.79529910705264","9.42161716177385","8.58546245731888","9.48924187550999","10.0301092892344","9.32202554542086","11.2421004616304","8.50111996004871","11.1158614770606","6.03260819796915","8.53241393560435","3.93435467575544","5.97751670641783","2.73745176741041","4.10350679082942","1.92593423150566","2.4699422642367","3.31408802294981","522160","3.65008481749681","594613","3.06543640838103","1116939","1.47390279531095","1.43281531030859","0.906551439485773","0.7412512728552","0.655674516674483","0.497635345389697","0.6139560660256","0.393734479827539","1.8010622175453","14305421","42.445847976176","19397336","57.554152023824","33702757","1.03"
"Senegal","SEN","1969","89.6449059351496","4.75639674476843","84.8885091903811","9.98840639219866","10.1372022748175","52.730128453578","1081932","52.637411983694","1097572","52.821696718917","2179507","7.97842606192436","7.99333551825153","7.08085799508914","7.20700559849193","6.2036748282487","6.39420640546788","5.34298445639213","5.5263029981024","4.54286496876829","4.670382952633","3.81119787802435","3.80353831619809","3.1722115378534","3.03029865521654","2.56100509719802","2.34508135932712","1.95578276799697","1.71434264041107","2.5080552640225","56100","2.72933863892115","47569","2.28930338166623","103666","1.35615533974914","1.15834352400354","0.808001000270988","0.675977113222557","0.385026488207165","0.310653016221815","0.18015581069385","0.144329728218315","2.92670191554085","2055443","49.7285719677432","2077881","50.2714280322568","4133324",""
"Sierra Leone","SLE","1983","88.7468942844405","7.23659751751324","81.5102967669273","9.78391735519197","9.89305472810971","52.9809961581249","973856","53.0058892045764","943978","52.9552999729607","1917835","8.15322817674145","8.20209200749021","6.7984934086629","6.76452405875931","5.88147567573452","5.89960473332683","5.23094172844344","5.38114680067363","4.58808225292011","4.68278250684115","3.94729107475262","3.95782774989706","3.40403644557657","3.3187029688196","2.88141036108118","2.7173882555422","2.33701272547163","2.13817616350106","3.83402944931098","75665","4.11836103763213","63127","3.54129992583841","138786","1.76333235361353","1.5669299907887","1.1938974342227","1.03220363133725","0.689178450518707","0.579268190064591","0.471952799277184","0.362898113647864","2.22606397764256","1837260","50.7550857023515","1782594","49.2449142976485","3619854",""
